AIRPORT,DISPLAY_AIRPORT_NAME,AIRPORT_STATE_CODE,AIRPORT_STATE_FIPS,CITY_MARKET_ID,DISPLAY_CITY_MARKET_NAME_FULL,CITY_MARKET_WAC,LATITUDE,LONGITUDE,AIRPORT_START_DATE
WQR,Tibbetts,AK,2,33714,"Naknek, AK",1,58.73416667,-157.0072222,3/1/92
WQW,David River Airport,AK,2,35835,"David River, AK",1,55.91444444,-161.6375,3/1/92
WQX,Kiavak Airport,AK,2,35836,"Kiavak, AK",1,57.01666667,-153.6666667,3/1/92
WQY,Port Wakefield Airport,AK,2,35837,"Port Wakefield, AK",1,58.05277778,-153.05,1/1/50
WQZ,Chignik Lake Airport,AK,2,32631,"Chignik, AK",1,56.25555556,-158.7777778,12/1/17
WRG,Wrangell Airport,AK,2,35841,"Wrangell, AK",1,56.48444444,-132.3697222,7/1/11
WSB,Steamboat Bay Airport,AK,2,35846,"Steamboat Bay, AK",1,55.51666667,-133.6333333,1/1/50
WSJ,San Juan Airport,AK,2,35850,"San Juan, AK",1,57.73111111,-153.3183333,1/1/50
WSM,Wiseman Airport,AK,2,35852,"Wiseman, AK",1,67.405,-150.1208333,12/1/17
WSN,South Naknek 2,AK,2,35853,"South Naknek, AK",1,58.70194444,-157.0025,7/1/11
WTK,Noatak Airport,AK,2,31464,"Noatak, AK",1,67.56111111,-162.9805556,12/1/17
WTL,Tuntutuliak Airport,AK,2,35862,"Tuntutuliak, AK",1,60.335,-162.6538889,12/1/17
WTT,Whittier Airport,AK,2,35866,"Whittier, AK",1,60.77722222,-148.7216667,7/1/11
WWA,Wasilla Airport,AK,2,35849,"Wasilla, AK",1,61.57194444,-149.5394444,7/1/11
WWP,Whale Pass Airport,AK,2,35885,"Whale Pass, AK",1,56.11666667,-133.1166667,9/1/80
WWT,Newtok Airport,AK,2,35887,"Newtok, AK",1,60.93916667,-164.6413889,7/1/11
WYB,Yes Bay Lodge Seaplane Base,AK,2,35894,"Yes Bay, AK",1,55.91611111,-131.8011111,1/1/02
XWA,Granite Point Ndb,AK,2,35934,"Granite Point, AK",1,60.96166667,-151.3316667,3/1/90
XWC,Yantarni Bay Airport,AK,2,35936,"Yantarni Bay, AK",1,56.88333333,-156.5666667,3/1/90
XWS,Oliktok LRRS,AK,2,35952,"Oliktok, AK",1,70.49972222,-149.8794444,7/1/11
XWT,Nushagak Bay Airport,AK,2,35953,"Nushagak Bay, AK",1,57.45,-158,3/1/91
YAK,Yakutat Airport,AK,2,35991,"Yakutat, AK",1,59.50333333,-139.6602778,7/1/11
ZNC,Nyac Airport,AK,2,36311,"Nyac, AK",1,60.98055556,-159.9936111,7/1/11
ZXF,Illinois Creek Airport,AK,2,36339,"Illinois Creek, AK",1,64.11666667,-157.35,3/1/90
ZXH,Chomondely Sound Airport,AK,2,36340,"Chomondely Sound, AK",1,55.23916667,-132.1141667,3/1/90
ZXI,Coal Bay Airport,AK,2,36341,"Coal Bay, AK",1,55.50055556,-132.4875,3/1/90
ZXJ,Happy Harbour Airport,AK,2,36342,"Happy Harbour, AK",1,55.48833333,-132.3333333,3/1/90
ZXK,Lancaster Cove Airport,AK,2,36343,"Lancaster Cove, AK",1,55.21666667,-132.0863889,3/1/90
ZXL,Reid Cove Airport,AK,2,36344,"Reid Cove, AK",1,55.2,-132.2383333,3/1/90
ZXM,Saltery Cove Airport,AK,2,36345,"Saltery Cove, AK",1,55.40861111,-132.3291667,3/1/90
ZXN,Clover Bay Airport,AK,2,36346,"Clover Bay, AK",1,55.29888889,-132.145,3/1/90
ZXO,El Capitan Peak,AK,2,36347,"El Capitan, AK",1,56.18416667,-133.3105556,3/1/90
ZXP,Salmon Bay Lake Airport,AK,2,36348,"Salmon Bay Lake, AK",1,56.23722222,-133.1888889,3/1/90
BVU,Beluga Airport,AK,2,36390,"Beluga, AK",1,61.17277778,-151.0427778,12/1/17
WNC,Naukati Bay Seaplane Base,AK,2,36430,"Tuxekan Island, AK",1,55.84972222,-133.2277778,1/1/10
AA7,Independence Creek Airport,AK,2,36466,"Independence Creek, AK",1,65.67361111,-162.4641667,1/1/11
AK1,Kelly Creek Airstrip,AK,2,36479,"Seward Peninsula, AK",1,65.77277778,-165.8902778,1/1/11
AK2,Bear Fish Camp Airport,AK,2,36480,"Bear Fish Camp, AK",1,60.71027778,-151.7211111,1/1/11
AK3,Gold King Creek,AK,2,31517,"Fairbanks, AK",1,64.19805556,-147.9286111,7/1/11
AK4,Squaw Lake Airport,AK,2,36500,"Squaw Lake, AK",1,67.58055556,-148.1647222,6/1/11
7AK,Akun Airport,AK,2,36553,"Akun, AK",1,54.14472222,-165.6041667,10/1/12
AK5,Qugruc Airport,AK,2,36566,"Qugruc, AK",1,70.37027778,-150.4211111,1/1/13
AK6,Gold King 2 Airport,AK,2,36567,"Gold King 2, AK",1,64.07138889,-148,1/1/13
AK7,Hunter Creek,AK,2,34559,"Rampart, AK",1,65.47722222,-150.0508333,4/1/13
AK8,Zips Airport,AK,2,36605,"Zips, AK",1,60.43333333,-151.4833333,1/1/14
AK9,Tolstoi Bay Airport,AK,2,36614,"Tolstoi Bay, AK",1,55.73333333,-132.4333333,6/1/14
AA2,Icicle Seafoods,AK,2,36645,"Naknek-1, AK",1,58.70944444,-157.0713889,1/1/14
A1K,Point Thomson Airstrip,AK,2,36651,"Deadhorse1, AK",1,70.13611111,-146.29,1/1/15
A3K,Smith Bay Airport,AK,2,36677,"Smith Bay, AK",1,70.76583333,-154.2308333,10/1/15
A4K,Dune Lake Airport,AK,2,36679,"Dune Lake, AK",1,64.42138889,-149.8944444,10/1/15
A6K,Van Curlers Sandbar,AK,2,36699,"Fairbanks1, AK",1,65.04472222,-145.4230556,4/1/16
A7K,Nakochna Airport,AK,2,36702,"Nakochna, AK",1,62.03611111,-151.4522222,4/1/16
ZZZ,Unknown Point in Alaska,AK,2,99999,Unknown Point in Alaska,1,,,1/1/50
1G4,Grand Canyon West,AZ,4,30011,"Peach Springs, AZ",81,35.98611111,-113.8169444,12/1/17
AVW,Marana Regional,AZ,4,30436,"Tucson, AZ",81,32.40944444,-111.2183333,7/1/11
AZ1,Valle,AZ,4,30463,"Grand Canyon, AZ",81,35.65055556,-112.1480556,7/1/11
AZ2,H. A. Clark Memorial Field,AZ,4,30464,"Williams, AZ",81,35.30555556,-112.1944444,7/1/11
AZ3,Glendale Municipal,AZ,4,30466,"Phoenix, AZ",81,33.52694444,-112.2952778,7/1/11
AZA,Phoenix - Mesa Gateway,AZ,4,30466,"Phoenix, AZ",81,33.30777778,-111.6555556,1/1/08
BGT,Bagdad Airport,AZ,4,30583,"Bagdad, AZ",81,34.59277778,-113.1719444,12/1/17
IFP,Laughlin/Bullhead International,AZ,4,30590,"Bullhead City, AZ",81,35.15472222,-114.5594444,12/1/17
BSQ,Bisbee Municipal,AZ,4,30765,"Bisbee, AZ",81,31.36388889,-109.8830556,7/1/11
CFT,Greenlee County,AZ,4,30958,"Clifton, AZ",81,32.95694444,-109.2111111,7/1/11
CGZ,Casa Grande Municipal,AZ,4,30979,"Casa Grande, AZ",81,32.955,-111.7669444,7/1/11
CHD,Chandler Municipal,AZ,4,30982,"Chandler, AZ",81,33.26916667,-111.8111111,7/1/11
CTW,Cottonwood Airport,AZ,4,31173,"Cottonwood, AZ",81,34.73,-112.0352778,12/1/17
DMA,Davis Monthan AFB,AZ,4,30436,"Tucson, AZ",81,32.16638889,-110.8830556,7/1/11
DQS,Grand Canyon Bar Ten Airstrip,AZ,4,31399,"Whitmore, AZ",81,36.25638889,-113.2308333,7/1/11
DQW,Hualapai,AZ,4,30011,"Peach Springs, AZ",81,35.57222222,-113.2925,12/1/00
DUG,Bisbee Douglas International,AZ,4,31440,"Douglas, AZ",81,31.46888889,-109.6038889,12/1/17
DVT,Phoenix - Deer Valley,AZ,4,30466,"Phoenix, AZ",81,33.68833333,-112.0825,7/1/11
FHU,Sierra Vista Municipal-Libby AAF,AZ,4,31673,"Fort Huachuca, AZ",81,31.58833333,-110.3444444,7/1/11
FLG,Flagstaff Pulliam,AZ,4,31695,"Flagstaff, AZ",81,35.14027778,-111.6691667,7/1/11
FVG,Wickenburg Municipal,AZ,4,31803,"Wickenburg, AZ",81,33.97055556,-112.795,12/1/17
GCN,Grand Canyon National Park,AZ,4,30463,"Grand Canyon, AZ",81,35.95222222,-112.1469444,7/1/11
GYR,Phoenix Goodyear,AZ,4,30466,"Phoenix, AZ",81,33.42333333,-112.3752778,12/1/17
HAE,Havasupai Airport,AZ,4,32061,"Havasupai, AZ",81,36.21666667,-112.6666667,6/1/83
HII,Lake Havasu City Airport,AZ,4,32132,"Lake Havasu City, AZ",81,34.57111111,-114.3583333,7/1/11
IGM,Kingman Airport,AZ,4,32297,"Kingman, AZ",81,35.25944444,-113.9380556,7/1/11
INW,Winslow-Lindbergh Regional,AZ,4,32351,"Winslow, AZ",81,35.02166667,-110.7230556,12/1/17
JGC,Grand Canyon Heliport,AZ,4,30463,"Grand Canyon, AZ",81,35.96666667,-112.1333333,3/1/90
LUF,Luke AFB,AZ,4,30466,"Phoenix, AZ",81,33.535,-112.3830556,1/1/50
MSC,Falcon Field,AZ,4,33480,"Mesa, AZ",81,33.46083333,-111.7283333,12/1/79
MVM,Kayenta Airport,AZ,4,33536,"Kayenta, AZ",81,36.71638889,-110.2283333,7/1/11
MYH,Cliff Dwellers,AZ,4,33572,"Marble Canyon, AZ",81,36.73444444,-111.7527778,12/1/17
MZJ,Pinal Airpark,AZ,4,33587,"Marana, AZ",81,32.50972222,-111.3252778,7/1/11
NGC,North Rim,AZ,4,30463,"Grand Canyon, AZ",81,36.18333333,-112.1333333,9/1/75
NYL,Yuma MCAS/Yuma International,AZ,4,33785,"Yuma, AZ",81,32.65666667,-114.6058333,1/1/50
OLS,Nogales International,AZ,4,33868,"Nogales, AZ",81,31.41777778,-110.8477778,7/1/11
PGA,Page Municipal,AZ,4,34081,"Page, AZ",81,36.92611111,-111.4483333,7/1/11
PGS,Peach Springs Dirt Strip,AZ,4,30011,"Peach Springs, AZ",81,35.52833333,-113.2466667,6/1/86
PHX,Phoenix Sky Harbor International,AZ,4,30466,"Phoenix, AZ",81,33.43416667,-112.0116667,7/1/11
PJB,Payson Airport,AZ,4,34126,"Payson, AZ",81,34.25694444,-111.3391667,7/1/11
PRC,Ernest A. Love Field,AZ,4,34237,"Prescott, AZ",81,34.65472222,-112.4191667,12/1/17
QAJ,San Carlos Apache,AZ,4,34344,"Globe, AZ",81,33.35305556,-110.6672222,7/1/11
QQU,Window Rock Airport,AZ,4,34431,"Window Rock, AZ",81,35.65194444,-109.0675,7/1/11
SAD,Safford Regional,AZ,4,34673,"Safford, AZ",81,32.85333333,-109.635,7/1/11
SCF,Scottsdale,AZ,4,30466,"Phoenix, AZ",81,33.62277778,-111.9105556,1/1/50
SDX,Sedona Airport,AZ,4,34744,"Sedona, AZ",81,34.84861111,-111.7883333,7/1/11
SJN,St. Johns Industrial Air Park,AZ,4,34837,"St. Johns, AZ",81,34.51861111,-109.3788889,7/1/11
SLJ,Stellar Airpark,AZ,4,30982,"Chandler, AZ",81,33.29888889,-111.9155556,7/1/11
SOW,Show Low Regional,AZ,4,34943,"Show Low, AZ",81,34.26555556,-110.0055556,7/1/11
TUS,Tucson International,AZ,4,30436,"Tucson, AZ",81,32.11888889,-110.9444444,3/1/18
TYZ,Taylor Airport,AZ,4,35413,"Taylor, AZ",81,34.45277778,-110.115,7/1/11
VWN,Avi Suquilla,AZ,4,35659,"Parker, AZ",81,34.14972222,-114.2677778,7/1/11
WTR,Whiteriver Airport,AZ,4,35864,"Whiteriver, AZ",81,33.81055556,-109.9858333,7/1/11
YUM,Yuma MCAS/Yuma International,AZ,4,33785,"Yuma, AZ",81,32.65666667,-114.6058333,1/1/50
L41,Marble Canyon Airport,AZ,4,33572,"Marble Canyon, AZ",81,36.81083333,-111.6444444,7/1/11
AZ4,Sheepy Hollow Ranch,AZ,4,36449,"Salome, AZ",81,33.7875,-113.6425,7/1/10
AZ5,Springerville Municipal,AZ,4,36547,"Springerville, AZ",81,34.12944444,-109.3108333,12/1/17
AZ6,Gila Bend Municipal,AZ,4,36623,"Gila Bend, AZ",81,32.96027778,-112.6736111,6/1/14
AR1,Russellville Regional,AR,5,30345,"Russellville, AR",71,35.25916667,-93.09333333,7/1/11
AR2,Dennis F Cantrell Field,AR,5,30346,"Conway, AR",71,35.08111111,-92.42444444,12/1/17
ARG,Walnut Ridge Regional,AR,5,30352,"Walnut Ridge, AR",71,36.12472222,-90.925,7/1/11
AWM,West Memphis Municipal,AR,5,30440,"West Memphis, AR",71,35.135,-90.23444444,3/1/03
BVX,Batesville Regional,AR,5,30814,"Batesville, AR",71,35.72611111,-91.6475,1/1/50
BYH,Arkansas International,AR,5,30838,"Blytheville, AR",71,35.96444444,-89.94388889,7/1/11
CDH,Harrell Field,AR,5,30921,"Camden, AR",71,33.62277778,-92.76333333,12/1/02
ELD,South Arkansas Regional at Goodwin Field,AR,5,31531,"El Dorado, AR",71,33.22083333,-92.81333333,7/1/11
FSM,Fort Smith Regional,AR,5,31778,"Fort Smith, AR",71,35.33666667,-94.3675,1/1/50
FYV,Drake Field,AR,5,31834,"Fayetteville, AR",71,36.005,-94.17,7/1/11
HKA,Blytheville Municipal,AR,5,30838,"Blytheville, AR",71,35.94055556,-89.83083333,1/1/50
HOT,Memorial Field,AR,5,32190,"Hot Springs, AR",71,34.47805556,-93.09611111,7/1/11
HRO,Boone County,AR,5,32207,"Harrison, AR",71,36.26138889,-93.15472222,7/1/11
JBR,Jonesboro Municipal,AR,5,32455,"Jonesboro, AR",71,35.83166667,-90.64638889,7/1/11
JZV,North Little Rock Municipal,AR,5,32600,"Little Rock, AR",71,34.83305556,-92.25416667,7/1/11
LIT,Bill and Hillary Clinton Nat Adams Field,AR,5,32600,"Little Rock, AR",71,34.72944444,-92.22472222,12/1/17
LRF,Little Rock AFB,AR,5,33063,"Jacksonville, AR",71,34.9175,-92.145,12/1/17
MPJ,Petit Jean Park,AR,5,33441,"Morrilton, AR",71,35.13888889,-92.90916667,7/1/11
PBF,Pine Bluff Regional Grider Field,AR,5,34024,"Pine Bluff, AR",71,34.17444444,-91.93555556,12/1/17
ROG,Rogers Executive Carter Field,AR,5,34577,"Rogers, AR",71,36.3725,-94.10694444,12/1/17
SGT,Stuttgart Municipal Carl Humphrey Field,AR,5,34793,"Stuttgart, AR",71,34.59944444,-91.575,12/1/17
SPZ,Springdale Municipal,AR,5,34964,"Springdale, AR",71,36.17638889,-94.11916667,7/1/11
SRC,Searcy Municipal,AR,5,34975,"Searcy, AR",71,35.21055556,-91.7375,7/1/11
TXK,Texarkana Regional-Webb Field,AR,5,35401,"Texarkana, AR",71,33.45361111,-93.99111111,7/1/11
WMH,Baxter County,AR,5,35792,"Mountain Home, AR",71,36.36888889,-92.47055556,12/1/17
XNA,Northwest Arkansas Regional,AR,5,31834,"Fayetteville, AR",71,36.28166667,-94.30777778,12/1/17
XXX,Mena Intermountain Municipal,AR,5,35981,"Mena, AR",71,34.54527778,-94.20277778,10/1/01
PGR,Kirk Field,AR,5,36448,"Paragould, AR",71,36.06388889,-90.50916667,7/1/10
AR3,Bentonville Municipal Louise M Thaden Field,AR,5,36717,"Bentonville, AR",71,36.34527778,-94.21944444,12/1/17
ACV,California Redwood Coast Humboldt County,CA,6,30157,"Eureka/Arcata, CA",91,40.97777778,-124.1083333,12/1/17
ANA,Anaheim-Disneyland HP,CA,6,30297,"Anaheim, CA",91,33.81666667,-117.9333333,1/1/50
APC,Napa County,CA,6,30327,"Napa, CA",91,38.21305556,-122.2805556,7/1/11
APV,Apple Valley Airport,CA,6,30337,"Apple Valley, CA",91,34.57527778,-117.1861111,7/1/11
AUN,Auburn Municipal,CA,6,30418,"Auburn, CA",91,38.95472222,-121.0816667,7/1/11
BAB,Beale AFB,CA,6,30474,"Marysville, CA",91,39.13611111,-121.4366667,7/1/11
BFL,Meadows Field,CA,6,30561,"Bakersfield, CA",91,35.43388889,-119.0577778,7/1/11
BIH,Bishop Airport,CA,6,30617,"Bishop, CA",91,37.37305556,-118.3636111,12/1/17
BLH,Blythe Airport,CA,6,30665,"Blythe, CA",91,33.61916667,-114.7169444,7/1/11
BNG,Banning Municipal,CA,6,30698,"Banning, CA",91,33.9225,-116.8508333,12/1/17
BUR,Bob Hope,CA,6,32575,"Los Angeles, CA (Metropolitan Area)",91,34.20055556,-118.3586111,7/1/11
BXS,Borrego Valley,CA,6,30832,"Borrego Springs, CA",91,33.25916667,-116.3208333,7/1/11
C01,Camarillo Airport,CA,6,30857,"Camarillo, CA",91,34.21361111,-119.0944444,7/1/11
C02,Bakersfield Municipal,CA,6,30561,"Bakersfield, CA",91,35.32472222,-118.9961111,7/1/11
CCR,Buchanan Field,CA,6,32457,"San Francisco, CA (Metropolitan Area)",91,37.98972222,-122.0569444,7/1/11
CEC,Jack McNamara Field,CA,6,30930,"Crescent City, CA",91,41.78027778,-124.2366667,7/1/11
CIB,Catalina,CA,6,30437,"Catalina Island, CA",91,33.405,-118.4158333,7/1/69
CIC,Chico Municipal,CA,6,31002,"Chico, CA",91,39.79527778,-121.8583333,7/1/11
CKE,Pearce Field,CA,6,31029,"Clear Lake, CA",91,38.93472222,-122.6222222,12/1/75
CLD,McClellan-Palomar,CA,6,31041,"Carlsbad, CA",91,33.12833333,-117.28,7/1/11
CLG,New Coalinga Municipal,CA,6,31044,"Coalinga, CA",91,36.16222222,-120.2947222,4/1/98
CLR,Cliff Hatfield Memorial,CA,6,31055,"Calipatria, CA",91,33.13138889,-115.5213889,7/1/11
CNO,Chino Airport,CA,6,31086,"Chino, CA",91,33.97472222,-117.6363889,7/1/11
CO3,Marina Municipal,CA,6,31093,"Marina, CA",91,36.68166667,-121.7616667,7/1/11
COA,Columbia Airport,CA,6,31095,"Columbia, CA",91,38.03055556,-120.4144444,9/1/77
CXL,Calexico International,CA,6,31218,"Calexico, CA",91,32.6675,-115.5175,12/1/17
DAG,Barstow/Daggett,CA,6,31257,"Daggett, CA",91,34.85361111,-116.7866667,7/1/11
DQE,Holtville Airport,CA,6,31385,"Holtville, CA",91,32.845,-115.2686111,7/1/11
DQI,Colusa County,CA,6,31389,"Colusa, CA",91,39.17888889,-121.9933333,7/1/11
DTH,Furnace Creek,CA,6,31425,"Death Valley, CA",91,36.46055556,-116.8797222,7/1/11
DWA,Yolo County,CA,6,31452,"Davis/Woodland/Winters, CA",91,38.57944444,-121.8569444,7/1/11
EDW,Edwards AFB,CA,6,31490,"Edwards, CA",91,34.91805556,-117.8791667,12/1/17
EED,Needles Airport,CA,6,31491,"Needles, CA",91,34.76638889,-114.6233333,7/1/11
EKA,Murray Field,CA,6,30157,"Eureka/Arcata, CA",91,40.80333333,-124.1127778,7/1/11
EMT,San Gabriel Valley,CA,6,31554,"El Monte, CA",91,34.08611111,-118.0347222,12/1/17
F70,French Valley,CA,6,31627,"Murrieta/Temecula, CA",91,33.57416667,-117.1283333,7/1/11
FAT,Fresno Yosemite International,CA,6,31638,"Fresno, CA",91,36.77666667,-119.7188889,12/1/17
FCH,Fresno Chandler Executive,CA,6,31638,"Fresno, CA",91,36.73222222,-119.8202778,7/1/11
FOB,Fort Bragg Airport,CA,6,31723,"Fort Bragg, CA",91,39.47444444,-123.7955556,7/1/11
FQB,San Nicolas Island NOLF,CA,6,31735,"Ventura, CA",91,33.23972222,-119.4583333,12/1/17
FUL,Fullerton Municipal,CA,6,30297,"Anaheim, CA",91,33.87194444,-117.9797222,7/1/11
FVE,Fallbrook Community Airpark,CA,6,31801,"Fallbrook, CA",91,33.35416667,-117.2508333,3/1/95
FVP,Gansner Field,CA,6,31812,"Quincy, CA",91,39.94388889,-120.9452778,7/1/11
FVV,Kern Valley,CA,6,31818,"Kernville, CA",91,35.72833333,-118.4197222,3/1/98
HAF,Half Moon Bay Airport,CA,6,32062,"Half Moon Bay, CA",91,37.51333333,-122.5011111,7/1/11
HHR,Jack Northrop Field/Hawthorne Municipal,CA,6,32575,"Los Angeles, CA (Metropolitan Area)",91,33.92277778,-118.3352778,12/1/79
HLI,Hollister Municipal,CA,6,32154,"Hollister, CA",91,36.89333333,-121.4102778,7/1/11
HMT,Hemet-Ryan,CA,6,32166,"Hemet, CA",91,33.73388889,-117.0225,7/1/11
HWD,Hayward Executive,CA,6,32247,"Hayward, CA",91,37.65888889,-122.1216667,7/1/11
IPL,Imperial County,CA,6,32363,"El Centro, CA",91,32.83416667,-115.5788889,12/1/17
IYK,Inyokern Airport,CA,6,32436,"Inyokern, CA",91,35.65861111,-117.8294444,7/1/11
JBP,Commerce Business Park Heliport,CA,6,32575,"Los Angeles, CA (Metropolitan Area)",91,33.98666667,-118.1605556,7/1/11
JCC,China Basin Heliport,CA,6,32457,"San Francisco, CA (Metropolitan Area)",91,37.8,-122.4666667,1/1/50
JCE,Oakland Convention Center Heliport,CA,6,32457,"San Francisco, CA (Metropolitan Area)",91,37.80555556,-122.275,3/1/85
JID,Civic Financial Center Heliport,CA,6,32575,"Los Angeles, CA (Metropolitan Area)",91,34.02444444,-117.9591667,7/1/11
JMC,Marin County Heliport,CA,6,32457,"San Francisco, CA (Metropolitan Area)",91,37.87861111,-122.5097222,1/1/50
JNP,Newport Beach Airport,CA,6,32522,"Newport Beach, CA",91,33.61388889,-117.8897222,1/1/50
JOC,Centerport Heliport,CA,6,32575,"Los Angeles, CA (Metropolitan Area)",91,33.66666667,-117.8666667,1/1/50
JZL,San Clemente Island Nalf,CA,6,32590,"San Clemente Island, CA",91,33.02277778,-118.5886111,7/1/11
JZX,Angwin-Parrett Field,CA,6,32602,"Angwin, CA",91,38.58,-122.4355556,7/1/11
LAX,Los Angeles International,CA,6,32575,"Los Angeles, CA (Metropolitan Area)",91,33.9425,-118.4080556,12/1/17
LGB,Long Beach Airport,CA,6,32575,"Los Angeles, CA (Metropolitan Area)",91,33.81777778,-118.1513889,12/1/17
LPC,Lompoc Airport,CA,6,33049,"Lompoc, CA",91,34.66555556,-120.4675,7/1/11
LRO,Sharpe AFF,CA,6,33070,"Lathrop, CA",91,37.83666667,-121.2722222,3/1/85
LSN,Los Banos Municipal,CA,6,33080,"Los Banos, CA",91,37.06388889,-120.8697222,7/1/11
LVK,Livermore Municipal,CA,6,33117,"Livermore, CA",91,37.69333333,-121.8202778,7/1/11
MAE,Madera Municipal,CA,6,33157,"Madera, CA",91,36.98638889,-120.1125,12/1/17
MCC,McClellan Airfield,CA,6,33192,"Sacramento, CA",91,38.66777778,-121.4005556,7/1/11
MCE,Merced Regional/Macready Field,CA,6,33194,"Merced, CA",91,37.28472222,-120.5138889,7/1/11
MER,Castle,CA,6,33249,"Atwater, CA",91,37.38055556,-120.5680556,10/1/01
MHR,Sacramento Mather,CA,6,33192,"Sacramento, CA",91,38.55527778,-121.2972222,7/1/11
MHV,Mojave Air and Space Port,CA,6,33297,"Mojave, CA",91,35.05888889,-118.1505556,12/1/17
MIT,Shafter - Minter Field,CA,6,33319,"Shafter, CA",91,35.5075,-119.1922222,12/1/17
MMH,Mammoth Lakes Airport,CA,6,33388,"Mammoth Lakes, CA",91,37.63111111,-118.8513889,1/1/50
MOD,Modesto City-County-Harry Sham Field,CA,6,33424,"Modesto, CA",91,37.62583333,-120.9544444,7/1/11
MRY,Monterey Regional,CA,6,34922,"Salinas/Monterey, CA",91,36.58694444,-121.8430556,12/1/17
MYF,Montgomery Gibbs Executive,CA,6,33570,"San Diego, CA",91,32.81583333,-117.1394444,12/1/17
MYV,Yuba County,CA,6,30474,"Marysville, CA",91,39.09777778,-121.5697222,7/1/11
NJK,El Centro NAF,CA,6,32363,"El Centro, CA",91,32.82916667,-115.6716667,7/1/11
NKX,Miramar MCAS,CA,6,33570,"San Diego, CA",91,32.86861111,-117.1430556,12/1/17
NLC,Lemoore NAS,CA,6,33702,"Lemoore, CA",91,36.33305556,-119.9522222,12/1/17
NOT,Gnoss Field,CA,6,33725,"Novato, CA",91,38.14361111,-122.5572222,12/1/17
NTD,Point Mugu NAS,CA,6,33756,"Port Hueneme, CA",91,34.11916667,-119.1197222,12/1/17
NUQ,Moffett Federal Airfield,CA,6,33771,"Mountain View, CA",91,37.41611111,-122.0491667,7/1/11
NZJ,El Toro MCAS,CA,6,32575,"Los Angeles, CA (Metropolitan Area)",91,33.6675,-117.7183333,6/1/74
NZY,North Island NAS,CA,6,33570,"San Diego, CA",91,32.69833333,-117.2130556,12/1/17
O85,Benton Field,CA,6,33792,"Redding, CA",91,40.57361111,-122.4072222,12/1/17
OAK,Metropolitan Oakland International,CA,6,32457,"San Francisco, CA (Metropolitan Area)",91,37.72111111,-122.2211111,12/1/17
OCN,Bob Maxwell Memorial Airfield,CA,6,33813,"Oceanside, CA",91,33.21805556,-117.3513889,12/1/17
ONT,Ontario International,CA,6,32575,"Los Angeles, CA (Metropolitan Area)",91,34.05611111,-117.6011111,1/1/50
OVE,Oroville Municipal,CA,6,33981,"Oroville, CA",91,39.48777778,-121.6219444,7/1/11
OXR,Oxnard,CA,6,33988,"Oxnard/Ventura, CA",91,34.20083333,-119.2072222,7/1/11
OYS,Yosemite National Park Airport,CA,6,33994,"Yosemite National Park, CA",91,37.75,-119.5833333,9/1/77
PAO,Palo Alto Airport,CA,6,32457,"San Francisco, CA (Metropolitan Area)",91,37.46111111,-122.115,12/1/17
PMD,Palmdale USAF Plant 42,CA,6,34162,"Palmdale/Lancaster, CA",91,34.62944444,-118.0844444,12/1/17
POC,Brackett Field,CA,6,34198,"La Verne, CA",91,34.09166667,-117.7816667,7/1/11
PRB,Paso Robles Municipal,CA,6,34236,"Paso Robles/San Luis Obispo, CA",91,35.67277778,-120.6269444,7/1/11
PSP,Palm Springs International,CA,6,34262,"Palm Springs, CA",91,33.82972222,-116.5066667,8/1/15
PTV,Porterville Municipal,CA,6,34283,"Porterville, CA",91,36.02944444,-119.0627778,12/1/17
PVF,Placerville Airport,CA,6,34308,"Placerville, CA",91,38.72416667,-120.7533333,3/1/03
QEM,Emerald Bay Airport,CA,6,34383,"Emerald Bay, CA",91,33.55833333,-117.7111111,1/1/50
QQN,Woodlake Airport,CA,6,34424,"Woodlake, CA",91,36.39888889,-119.1069444,12/1/17
QQQ,Nevada County,CA,6,34427,"Grass Valley, CA",91,39.22416667,-121.0025,12/1/17
QQX,Healdsburg Municipal,CA,6,34434,"Healdsburg, CA",91,38.65277778,-122.8986111,7/1/11
RAL,Riverside Municipal,CA,6,34454,"Riverside, CA",91,33.95194444,-117.445,7/1/11
RBF,Big Bear City Airport,CA,6,34466,"Big Bear City, CA",91,34.26388889,-116.8561111,7/1/11
RBL,Red Bluff Municipal,CA,6,34469,"Red Bluff, CA",91,40.15027778,-122.2522222,12/1/17
RDD,Redding Municipal,CA,6,33792,"Redding, CA",91,40.50888889,-122.2933333,7/1/11
REB,Redlands Municipal,CA,6,34495,"Redlands, CA",91,34.08527778,-117.1463889,7/1/11
RIR,Flabob,CA,6,34454,"Riverside, CA",91,33.98888889,-117.41,7/1/11
RIV,March ARB,CA,6,34454,"Riverside, CA",91,33.88083333,-117.2594444,7/1/11
RQA,Lone Pine Death Valley,CA,6,34593,"Lone Pine, CA",91,36.58861111,-118.0494444,12/1/17
RQD,William Robert Johnston Municipal,CA,6,34596,"Mendota, CA",91,36.75861111,-120.3713889,7/1/11
RQK,China Lake Naws,CA,6,34603,"China Lake, CA",91,35.68555556,-117.6919444,7/1/11
RQQ,Watts/Woodland,CA,6,34609,"Woodland, CA",91,38.67388889,-121.8719444,7/1/11
RQU,Wasco-Kern County,CA,6,34613,"Wasco, CA",91,35.61972222,-119.3536111,9/1/94
SAC,Sacramento Executive,CA,6,33192,"Sacramento, CA",91,38.5125,-121.4933333,7/1/11
